threshold_deg,cue_delay_s,cooldown_s,cue_strength,base_pattern,mean_error_deg,bad_posture_percent,number_of_cues,total_comfort_penalty,mean_pressure_kpa,max_pressure_kpa,norm_mean_error_deg,norm_bad_posture_percent,norm_number_of_cues,norm_total_comfort_penalty,overall_score_lower_is_better
6,2.0,6,1.0,wave,6.945600600151601,81.55555555555556,24,3.147519917989257,0.08743110883303491,2.4000113903295164,0.6805093431805542,0.3799999999999999,0.1794871794871795,0.10084932710210776,0.379245919164278
8,1.0,8,1.6,wave,7.173977976042799,81.22222222222221,18,3.7770491002317956,0.10491803056199432,3.8400003199597705,0.7315915329887951,0.3628571428571422,0.02564102564102564,0.1700069910997691,0.3827490983169691
7,0.5,6,1.3,wave,6.858535471103773,81.05555555555556,24,4.091803422628035,0.11366120618411209,3.120014807428371,0.6610350960913024,0.35428571428571415,0.1794871794871795,0.2045846950158114,0.3835530024032772
8,2.0,3,1.3,pulse,5.194096612630204,78.94444444444444,47,8.012454902242036,0.22256819172894543,3.1278105149518742,0.288742607130992,0.2457142857142854,0.7692307692307693,0.6352924450730846,0.38673864629187027
8,0.5,6,1.6,pulse,5.938115174115764,82.27777777777779,25,5.230740840280347,0.14529835667445404,3.8400182245272254,0.45516056876291067,0.4171428571428573,0.20512820512820512,0.3297039960206954,0.38795804762197306
8,1.0,4,1.6,wave,5.351834862058044,80.33333333333333,36,7.554199963061901,0.2098388878628306,3.841270968368489,0.32402462736548004,0.31714285714285667,0.48717948717948717,0.5849503132020976,0.38942845391402375
7,0.5,4,1.6,wave,5.384389241711433,80.11111111111111,37,7.592612672745585,0.21090590757626626,3.841270968368489,0.33130621116534026,0.30571428571428566,0.5128205128205128,0.5891701863143824,0.3895140699076914
7,1.0,3,1.6,pulse,4.634407548194169,78.55555555555556,48,9.901954921584387,0.27505430337734404,3.8496129414792297,0.16355444910285605,0.22571428571428556,0.7948717948717948,0.8428656778114971,0.39052035589662143
8,0.5,3,1.0,wave,5.836302388352036,79.11111111111111,48,6.278716858556045,0.1744088016265568,2.4060080884245187,0.43238764729031137,0.2542857142857142,0.7948717948717948,0.44483062619745994,0.3909787879778207
8,2.0,8,1.3,pulse,6.976405094477621,82.5,19,3.2055004117724213,0.0890416781047895,3.1200002599673136,0.6873995222973258,0.4285714285714284,0.05128205128205128,0.10721884200400743,0.3912789969604808
